"edata_pageid","Count"
"viewer/pdf/do_113257933430104064124","7"
"viewer/pdf/do_113267845022613504115","7"
"viewer/pdf/do_113268495481536512143","7"
"viewer/pdf/do_11328133296567910414499","7"
"viewer/video/do_113258044197396480196","7"
"viewer/video/do_1132933759566069761566","7"
"workspace-content-inreview","7"
"UpForReview","6"
"app/approvals/05efcd20-b9cc-4d0a-b215-4be97d9c5622/to-approve","6"
"app/discuss/home/67","6"
"app/discussion-forum/topic/2/igot-integration-with-node-bb","6"
"app/discussion-forum/topic/45/how-do-we-test-the-ideas","6"
"app/goals/edit/me/do_1132170369357824001559","6"
"app/home/MDO/create-department;data=%7B%22action%22:%22Edit%22,%22row%22:%7B%22id%22:6,%22mdo%22:%22Agriculture%20Department%22,%22type%22:%22Board%22,%22user%22:4,%22head%22:%22test%22,%22typeid%22:3%7D%7D","6"
"app/person-profile/833d1fc5-f623-4695-98f9-c840104f3d1b","6"
"app/person-profile/8413f24e-c919-40ba-9a95-f489a08f1aa1","6"
"app/playlist/me/do_11325701895378534411/edit","6"
"app/profile/accountandpassword","6"
"app/profile/privacy","6"
"app/roles/115/users;currentDept=MDO;roleId=115;depatName=Network%20hub%20MDO","6"
"app/taxonomy/AdministrationofJustice","6"
"app/taxonomy/Basics%20of%20Demand%20and%20Supply","6"
"app/taxonomy/Freeware%20Linux","6"
"app/taxonomy/History%20of%20Economic","6"
"app/taxonomy/HistoryConcepts","6"
"app/taxonomy/MeaningNatureScopeofPA","6"
"app/taxonomy/Organisations","6"
"app/taxonomy/OverviewofFinancialStatements","6"
"app/taxonomy/Political%20Thoughts%20&%20Political%20Concepts","6"
"app/taxonomy/PrinciplesofMicroEconomics","6"
"app/toc/do_113258618287882240112/overview","6"
"app/toc/do_113272650337918976196/single-page-view","6"
"app/toc/do_1132741139642859521205/overview","6"
"app/toc/do_1132934463864832001649/overview","6"
"app/toc/do_11329603007908249611103/single-page-view","6"
"app/toc/do_11330334529715404813761/overview","6"
"app/toc/do_11331322169616793611/single-page-view","6"
"app/toc/do_113331562127818752112/overview","6"
"app/users/5095d9c5-1147-4d33-af58-301259bd5aa5/details","6"
"app/workallocation/drafts/02144de5-3b61-4ae7-8ea0-febe815bc6ed","6"
"app/workallocation/drafts/2889f26e-0484-4f05-bec4-615eea53cae8","6"
"app/workallocation/drafts/4a142984-9242-4d5a-bd6c-2f2967941fab","6"
"app/workallocation/drafts/5917de67-32e9-43fb-9316-3d0ebee4e7fb","6"
"app/workallocation/drafts/6abd971f-c5fd-496f-b29b-aa32e605aec3","6"
"app/workallocation/drafts/6e0c0140-4090-4166-9948-5898feb5ad44","6"
"app/workallocation/drafts/a43ec1ff-1e30-44e6-b4c5-bfb5bf3e8431","6"
"app/workallocation/drafts/dc691955-adaa-477e-995b-40fe8ee588ee","6"
"app/workallocation/update/4157cdf2-0988-4c48-ba9a-472428449b66/5f470b5d-5b21-4f0f-a541-da8ed5ebe1b6","6"
"author/confirmation","6"
"discussion-forum","6"
"do_1131878893796638721311","6"
"do_11322314365176217613","6"
"do_11330876777963520014717","6"
"do_11331824819181977611523","6"
"upload-content","6"
"viewer/audio/do_1132933760003768321567","6"
"viewer/pdf/do_113264226703032320159","6"
"viewer/pdf/do_1132910283831541761522","6"
"viewer/pdf/do_1132939861477457921772","6"
"viewer/video/do_11330394272857292813801","6"
"viewer/video/do_11331824762536755211518","6"
"viewer/youtube/do_113258618376028160114","6"
"workspace-content-allcontent","6"
"app/approvals/fa13f3b4-4c09-405a-8f3b-f3bd31852146/to-approve","5"
"app/discuss/categories","5"
"app/discuss/home/59","5"
"app/discussion-forum/category/10","5"
"app/discussion-forum/category/7","5"
"app/discussion-forum/topic/111/testing-widget-part-2","5"
"app/discussion-forum/topic/41/new-discussion","5"
"app/discussion-forum/topic/86/test-post","5"
"app/person-profile/48a0a00f-caca-4664-b044-0bb08fcb3321","5"
"app/person-profile/dcb8b4d7-4244-4822-b453-2cacf0e02aa6","5"
"app/person-profile/f3fc7f7c-45d8-473e-aa7d-eca3cd1b79c2","5"
"app/roles/125/users;currentDept=MDO;roleId=125;depatName=mdo%20check%20test","5"
"app/roles/130/users;currentDept=CBC;roleId=130;depatName=CBC%20demo","5"
"app/roles/48/users;currentDept=MDO;roleId=48","5"
"app/roles/EDITOR/users","5"
"app/roles/IFUMember/users","5"
"app/taxonomy/Data%20Inputs","5"
"app/taxonomy/DataSystems","5"
"app/taxonomy/EnvironmentClimateChange","5"
"app/taxonomy/InternationalTrade","5"
"app/taxonomy/PeasantLabourMovements","5"
"app/taxonomy/PoliticsAdministrationDichotomy","5"
"app/taxonomy/Presentation%20%28MS-powerpoint%29","5"
"app/taxonomy/PrinciplesofManagementofOrganizations","5"
"app/taxonomy/SubstantiveLaw","5"
"app/taxonomy/Typing%20Tutor","5"
"app/taxonomy/Unit_II___Administration_of_Justice","5"
"app/taxonomy/Word%20Processing%20%28MS-Word%29","5"
"app/taxonomy/WorkingofEconomy","5"
"app/toc/do_1131821343317606401119/overview","5"
"app/toc/do_1131878542159544321300/overview","5"
"app/toc/do_113253027640844288129/overview","5"
"app/toc/do_113253047257112576135/overview","5"
"app/toc/do_1132571733089320961145/overview","5"
"app/toc/do_1132573155129425921231/overview","5"
"app/toc/do_113258034062745600180/overview","5"
"app/toc/do_1132585753022873601128/single-page-view","5"
"app/toc/do_113258618243473408111/overview","5"
"app/toc/do_1132749893870714881426/overview","5"
"app/toc/do_11330833005059276814557/overview","5"
"app/users/10c08c46-d53a-44f2-8dc1-a1993691319b/details","5"
"app/workallocation/create/29fe6403-614e-4c00-9859-f8a59aa3b650","5"
"app/workallocation/details/03bc4144-1150-43dc-ad8c-d8cb264157ce","5"
"app/workallocation/details/10c08c46-d53a-44f2-8dc1-a1993691319b","5"
"app/workallocation/details/c2e0bdea-b606-4230-bf9f-60fff110e722","5"
"app/workallocation/details/cc312e61-f452-48cf-ae39-d3eab289c562","5"
"app/workallocation/drafts/0a5e987f-8a62-4857-93fc-2027dd00b542","5"
"app/workallocation/drafts/1eba6cc7-8246-4946-b53d-7a78d0056346","5"
"app/workallocation/drafts/21a0afc6-e7b4-4957-874c-571595495150","5"
"app/workallocation/drafts/34411944-3853-4ce5-ad57-69f33012e046","5"
"app/workallocation/drafts/88cdf4d7-31d4-4b6f-b96f-fc453253d61f","5"
"app/workallocation/drafts/92fed577-208d-4788-acba-1e9ce9707011","5"
"app/workallocation/drafts/a368cec9-50e2-475f-b466-6a4c66903423","5"
"app/workallocation/drafts/c7332885-33f7-4805-8c34-f4cb33c12caa","5"
"app/workallocation/drafts/ccee2bc0-ed41-452c-af92-e3363681cdb0","5"
"app/workallocation/drafts/e562af01-9010-4af5-b4b6-2b113f6f70ca","5"
"app/workallocation/drafts/f029a57a-287f-4559-9765-a23f4f222e05","5"
"app/workallocation/published/dd6f9ae5-74ed-4271-98b6-63af64ef95bf","5"
"app/workallocation/update/2c223ad3-f2bd-41ba-bdae-2095fbf390b4/40d828af-842a-4611-84c9-ebde8f323e9c","5"
"app/workallocation/update/74693c1c-5930-4764-8950-0583a2a355c4/ad646a2d-d01e-456f-8029-422e6a3b566c","5"
"app/workallocation/update/f8b8f285-1528-4d64-b7a4-abaf4f81151c/5edbc5af-7f26-428c-a2be-b76016d28f71","5"
"discussion-forum/my-discussion","5"
"discussion-forum/topic/2/india-logs-3-29-942-coronavirus-cases-in-past-24-hours-karnataka-tops-chart-with-most-infections","5"
"do_1131878608298229761304","5"
"upForReview-content-player","5"
"viewer/html/do_113169495905419264125","5"
"viewer/html/do_11326360179540787219","5"
"viewer/html/do_1132643236491345921146","5"
"viewer/html/do_11327559953721753611676","5"
"viewer/pdf/do_113267909538406400119","5"
"viewer/pdf/do_11329603118945075211104","5"
"viewer/pdf/do_113313065498853376154","5"
"viewer/quiz/do_1132643236981555201147","5"
"app/discuss/home/32","4"
"app/discuss/tags","4"
"app/discussion-forum%3Fpage%3Dhome","4"
"app/discussion-forum/topic/33/hello-testing","4"
"app/discussion-forum/topic/43/hello-testing","4"
"app/discussion-forum/topic/46/how-to-use-the-app","4"
"app/discussion-forum/topic/50/testing-my-discussion","4"
"app/discussion-forum/topic/57/hello-comments-and-feedback","4"
"app/discussion-forum/topic/59/one","4"
"app/discussion-forum/topic/72/sam-s-first-post","4"
"app/discussion/forum/topic/81/test-discussion-post","4"
"app/goals/edit/me/do_1132571358666424321111","4"
"app/person-profile/051e8cf1-619e-4df9-bac9-62eb904757ec","4"
"app/person-profile/8a5e1f65-d167-41b5-9905-dc220e5bba01","4"
"app/person-profile/a18d93da-4a67-483e-96ee-d3d53e499f80","4"
"app/person-profile/cc0c1749-4c47-49c8-9f46-2bbdd42ef877","4"
"app/playlist/me/do_1132565147579432961109/edit","4"
"app/roles/115/users;currentDept=MDO;roleId=115","4"
"app/roles/118/users;currentDept=MDO;roleId=118;depatName=mdovscbp","4"
"app/roles/119/users;currentDept=MDO;roleId=119;depatName=Test%20CBP%20","4"
"app/roles/121/users;currentDept=CBP;roleId=121;depatName=Ministry%20of%20communication","4"
"app/roles/121/users;currentDept=MDO;roleId=121","4"
"app/taxonomy/-BankRegulationsMonetaryPolicy","4"
"app/taxonomy/Bureaucracy","4"
"app/taxonomy/Contemporary_legal_Developments","4"
"app/taxonomy/Data%20Normalization","4"
"app/taxonomy/Email","4"
"app/taxonomy/Financial%20Planning%20&%20Budgeting%20","4"
"app/taxonomy/Indian%20Political%20System","4"
"app/taxonomy/Leadership","4"
"app/taxonomy/Monopoly%20and%20International%20Trade","4"
"app/taxonomy/Nature%20&%20Purpose%20of%20Organisation","4"
"app/taxonomy/Politics%20&%20Administration%20Dichotomy","4"
"app/taxonomy/PrinciplesofManagement","4"
"app/taxonomy/Proverbs%20&%20Maxims%20of%20PA","4"
"app/taxonomy/RegionalLanguagesInput","4"
"app/taxonomy/Rules%20and%20Regulations","4"
"app/taxonomy/SocialNetworking","4"
"app/taxonomy/SoftwareDevelopmentModel","4"
"app/taxonomy/Standalone%20Office%20Applications","4"
"app/taxonomy/Structure%20of%20Constitutional","4"
"app/taxonomy/ToolsofMonetaryPolicy","4"
"app/taxonomy/Unit_1___General_Principles_of_Law","4"
"app/taxonomy/Unit_IV___Procedural_Laws__Civil_and_Criminal_","4"
"app/taxonomy/What%20is%20Economics%3F%20Why%20is%20it%20Important","4"
"app/taxonomy/World%20History","4"
"app/toc/do_113175082501988352174/overview","4"
"app/toc/do_113253156577140736150/overview","4"
"app/toc/do_113253164370092032152/single-page-view","4"
"app/toc/do_113253165507895296153/single-page-view","4"
"app/toc/do_113257007761104896131/overview","4"
"app/toc/do_1132572150107996161175/overview","4"
"app/toc/do_1132573073655480321228/overview","4"
"app/toc/do_113257907311632384117/overview","4"
"app/toc/do_113258025751863296173/overview","4"
"app/toc/do_113258044096110592195/single-page-view","4"
"app/toc/do_113258618331938816113/overview","4"
"app/toc/do_11326711517301964818/overview","4"
"app/toc/do_113271240593137664173/single-page-view","4"
"app/toc/do_1132748992682885121378/overview","4"
"app/toc/do_11327558122260889611675/single-page-view","4"
"app/workallocation/create/a32836a5-ceea-47ce-bd65-70d0158ba410","4"
"app/workallocation/create;workorder=","4"
"app/workallocation/details/55111b99-f266-4657-8f53-2074912ae287","4"
"app/workallocation/drafts/1d5f8113-3a32-495b-9673-b86c9c846ca6","4"
"app/workallocation/drafts/326526f1-c879-4190-84ef-04acbc8505be","4"
"app/workallocation/drafts/76464ad9-ff4a-4f61-9c32-bde9dfa7fc96","4"
"app/workallocation/drafts/7deb1897-33a5-46b3-9cb8-4cb4dec91335","4"
"app/workallocation/drafts/80448467-c168-4879-a454-27778b2cacbb","4"
"app/workallocation/drafts/811bebe8-332d-4569-9372-e5ed85b7b448","4"
"app/workallocation/drafts/84a1e265-d2d8-4f08-a203-cb528d598bcb","4"
"app/workallocation/drafts/b0b44113-7d02-4d53-a29d-6eb671a14359","4"
"app/workallocation/drafts/b5f86ad1-9d6c-4a71-8834-f83a4c9b49da","4"
"app/workallocation/drafts/bb0f9127-b7a9-4505-9cb4-5b0a676748fe","4"
"app/workallocation/drafts/cd876403-cebb-4921-a827-8ac392c524ea","4"
"app/workallocation/drafts/e9358714-5889-4e20-a8f0-9efd0fac25d1","4"
"app/workallocation/drafts;workorders=29fe6403-614e-4c00-9859-f8a59aa3b650","4"
"app/workallocation/list","4"
"app/workallocation/published/3b6d49df-33a0-4497-ac9d-a6cdb5ddcd6f","4"
"app/workallocation/published/a43ec1ff-1e30-44e6-b4c5-bfb5bf3e8431","4"
"app/workallocation/published/e9358714-5889-4e20-a8f0-9efd0fac25d1","4"
"app/workallocation/update/76464ad9-ff4a-4f61-9c32-bde9dfa7fc96/2c4810fe-4116-45fc-9fab-c2bd93154eda","4"
"app/workallocation/update/a32836a5-ceea-47ce-bd65-70d0158ba410/02a7fbb6-8ca8-4ba5-8272-3c8eb63736cf","4"
"do_1131879194007306241324","4"
"do_11327569564853862413188","4"
"do_11332280724878950411831","4"
"profile-read","4"
"viewer/audio/do_11329598058500915211090","4"
"viewer/audio/do_11331824772028006411520","4"
"viewer/html/do_1131998292873625601506","4"
"viewer/html/do_1132585755234959361132","4"
"viewer/html/do_1132726505227141121100","4"
"viewer/html/do_1132933760903086081569","4"
"viewer/html/do_1132933761348567041570","4"
"viewer/pdf/do_1132591334989086721106","4"
"viewer/pdf/do_1132751311533588481460","4"
"viewer/pdf/do_11331824782766899211521","4"
"viewer/quiz/do_113267911994802176120","4"
"viewer/quiz/do_113271299263791104175","4"
"viewer/quiz/do_11330394865293721613802","4"
"viewer/video/do_11331322193728307213","4"
"viewer/youtbe/do_11330876777963520014717","4"
"app/approvals/3c9f3ecf-4a25-418d-87ca-98e3fb1a4aaf/to-approve","3"
"app/careers/home/52/Check","3"
"app/discuss/Political%20Science","3"
"app/discuss/home/28","3"
"app/discuss/home/65","3"
"app/discuss/home/77","3"
"app/discussion-forum/category/21","3"
"app/discussion-forum/topic/106/testing-more-widget","3"
"app/discussion-forum/topic/2/india-logs-3-29-942-coronavirus-cases-in-past-24-hours-karnataka-tops-chart-with-most-infections","3"
"app/discussion-forum/topic/5/how-to-add-users-in-nodebb","3"
"app/discussion-forum/topic/6/testing-tag-selection","3"
"app/discussion-forum/topic/61/this-is-sample-for-testing","3"
"app/discussion-forum/topic/64/testing-comments-and-feedback","3"
"app/discussion-forum/topic/70/hello-testing-12099","3"
"app/discussion-forum/topic/73/sam-s-first-post-is-the-hello-your-s","3"
"app/discussion-forum/topic/76/checking-recent-tab-123","3"
"app/discussion-forum/topic/89/test-discussion","3"
"app/discussion/forum/category/1","3"
"app/discussion/forum/category/2","3"
"app/event-hub/home/1","3"
"app/events/create-event","3"
"app/goals/edit/me/do_1132613527722147841518","3"
"app/home/directory;department=CBC","3"
"app/home/directory;department=CBP","3"
"app/person-profile/185b452c-a8c6-4a79-a5fd-8c9c5a243ec5","3"
"app/person-profile/2747812d-7acf-4d0a-8a1b-051677cebb28","3"
"app/person-profile/30aa2c82-bf2b-4699-b53f-39caeddfd6fe","3"
"app/person-profile/75f714fa-afbe-4b67-9cad-de4a65683245","3"
"app/person-profile/83b3ef31-c401-45de-9320-a65f305cbe74","3"
"app/person-profile/90074749-b4b6-4d3a-b715-ff1b114d8349","3"
"app/person-profile/a573fb86-6a66-4546-b509-3bd233239b4e","3"
"app/person-profile/bf592846-0d98-4ede-904c-ceac7a920754","3"
"app/playlist/me/do_113257975003095040127","3"
"app/playlist/me/do_1132591595730452481114","3"
"app/roles/117/users;currentDept=MDO;roleId=117;depatName=Ministry%20of%20Roadways","3"
"app/roles/121/users;currentDept=MDO;roleId=121;depatName=Ministry%20of%20communication","3"
"app/roles/124/users;currentDept=CBP;roleId=124;depatName=BIRCTC%20tourism","3"
"app/roles/125/users;currentDept=CBP;roleId=125;depatName=mdo%20check%20test","3"
"app/roles/135/users;currentDept=undefined;roleId=135","3"
"app/roles/38/users;currentDept=CBP;roleId=38","3"
"app/roles/48/users;currentDept=MDO;roleId=48;depatName=KarthikTestCBP","3"
"app/roles/50/users;currentDept=MDO;roleId=50","3"
"app/roles/50/users;currentDept=MDO;roleId=50;depatName=UDEMY","3"
"app/roles/56/users;currentDept=CBP;roleId=56","3"
"app/roles/56/users;currentDept=MDO;roleId=56;depatName=IFS","3"
"app/roles/6/users;currentDept=CBP;roleId=6;depatName=Agriculture%20Department","3"
"app/roles/7/users;currentDept=MDO;roleId=7;depatName=FRAC","3"
"app/roles/MDO%20ADMIN/users","3"
"app/search/home","3"
"app/taxonomy/-Enter%20and%20edit%20data.","3"
"app/taxonomy/-RBIandMonetaryPolicy","3"
"app/taxonomy/An%20overview%20of%20Economic%20Systems","3"
"app/taxonomy/AncientHistory","3"
"app/taxonomy/Approaches%20to%20PA","3"
"app/taxonomy/Basics%20of%20Computer","3"
"app/taxonomy/BasicsofComputer","3"
"app/taxonomy/CloudOffice","3"
"app/taxonomy/Cloudm%20Mobile%20computing","3"
"app/taxonomy/Competency%20Based%20HRM%20%E2%80%93%20Applications%20in%20Government%20","3"
"app/taxonomy/Concept%20of%20Database%20Management","3"
"app/taxonomy/Constituion%20&%20Administrative%20Law","3"
"app/taxonomy/Contemporary%20Indian%20Politics","3"
"app/taxonomy/Cost%20of%20Production%20and%20Perfect%20Competition.","3"
"app/taxonomy/Data%20Types","3"
"app/taxonomy/Database%20Design","3"
"app/taxonomy/DatabaseManagementSystem-MSAcess","3"
"app/taxonomy/Fiscal%20Policy","3"
"app/taxonomy/How%20well%20GDP%20measures%20the%20well-being%20of%20society%3F","3"
"app/taxonomy/HowIndividualsmakechoic","3"
"app/taxonomy/IndianEconomy","3"
"app/taxonomy/IndianPoliticalSystem","3"
"app/taxonomy/International%20Trade","3"
"app/taxonomy/Key%20themes%20of%20Constituion","3"
"app/taxonomy/Market","3"
"app/taxonomy/Market%20Failure","3"
"app/taxonomy/MicroeconomicPerspective","3"
"app/taxonomy/Microeconomics%20and%20Macroeconomics","3"
"app/taxonomy/Money%20&%20Banking","3"
"app/taxonomy/PoliticalThoughtsPoliticalConcepts","3"
"app/taxonomy/Quantitative%20Analysis%20for%20Decision%20Making%20%28QADM%29","3"
"app/taxonomy/Rights%20and%20Goals","3"
"app/taxonomy/Software%20Development%20Model","3"
"app/taxonomy/StandaloneOfficeApplications","3"
"app/taxonomy/Test-Level2","3"
"app/taxonomy/Transliteration%20and%20Regional%20Languages%20Input","3"
"app/taxonomy/UnitVIBasicsofLawofContractsandLawofTorts","3"
"app/taxonomy/Unit_V___Social_Legislations_Special_Laws","3"
"app/taxonomy/Voice%20Typing","3"
"app/taxonomy/WordProcessingMS-Word","3"
"app/toc/do_1131878542159544321300/single-page-view","3"
"app/toc/do_11322384026198835216/overview","3"
"app/toc/do_113253047257112576135/single-page-view","3"
"app/toc/do_113253161426534400151/overview","3"
"app/toc/do_113254335235096576190/overview","3"
"app/toc/do_1132571729370316801144/overview","3"
"app/toc/do_1132572193855160321184/overview","3"
"app/toc/do_113258010563207168152/overview","3"
"app/toc/do_113258044263555072197/overview","3"
"app/toc/do_113258654791024640129/overview","3"
"app/toc/do_1132591448600903681109/overview","3"
"app/toc/do_1132591766258237441128/overview","3"
"app/toc/do_1132656963757260801194/single-page-view","3"
"app/toc/do_1132669522290032641217/overview","3"
"app/toc/do_1132750186762813441432/overview","3"
"app/toc/do_1132751527955906561774/overview","3"
"app/toc/do_11327554594099200011099/overview","3"
"app/toc/do_11327564476476620812301/overview","3"
"app/toc/do_11327568088979046412946/overview","3"
"app/toc/do_113284069815042048136/overview","3"
"app/toc/do_113284070692347904138/single-page-view","3"
"app/toc/do_113286264429240320185/overview","3"
"app/toc/do_1132926269735157761331/overview","3"
"app/toc/do_11330230924436275213529/overview","3"
"app/toc/do_11330537336139776013824/overview","3"
"app/toc/do_11330753283283353614234/single-page-view","3"
"app/toc/do_1133166089567518721334/overview","3"
"app/toc/do_1133166091142103041335/overview","3"
"app/users/447772e5-6aab-470b-8052-fc22abc2616b/details","3"
"app/workallocation/create/2889f26e-0484-4f05-bec4-615eea53cae8","3"
"app/workallocation/create/a43ec1ff-1e30-44e6-b4c5-bfb5bf3e8431","3"
"app/workallocation/create/b6021a87-0ad8-43b3-910e-83211220d516","3"
"app/workallocation/details/080c60f2-1d8f-45a1-a920-cb7dd610fc18","3"
"app/workallocation/details/17fd6523-4a1d-422e-8fe2-b76c3cba1faa","3"
"app/workallocation/details/61819a23-5af3-484f-bf51-3f50ee418161","3"
"app/workallocation/details/eecc047c-ee46-4463-929e-de99a2c81496","3"
"app/workallocation/drafts/2b4d205d-6108-4c02-a53f-37900923e983","3"
"app/workallocation/drafts/2c54525c-af34-4b22-bf52-ad97e3c390d1","3"
"app/workallocation/drafts/3bb05e89-9dba-4d06-be1e-773eb36176e8","3"
"app/workallocation/drafts/41a30432-87c3-430a-b868-b10887b09191","3"
"app/workallocation/drafts/569d8264-7354-4f17-8767-945c66f87384","3"
"app/workallocation/drafts/64a686d7-1904-4e31-a6c9-7cbe1c73e53d","3"
"app/workallocation/drafts/7107f39f-60fc-44ec-95e0-2c07675d1b59","3"
"app/workallocation/drafts/7a1a05f2-eac6-471a-9b4e-1652746d8886","3"
"app/workallocation/drafts/984f9c9f-b45c-4b0f-8e8b-0f85b81d3751","3"
"app/workallocation/drafts/9ad84b0f-a031-4662-95f8-d69c56db9881","3"
"app/workallocation/drafts/a87db2e8-e09f-474f-a700-65391f1d1ffc","3"
"app/workallocation/drafts/e1fbad4a-40cf-4294-82ee-9b681eda2030","3"
"app/workallocation/drafts/e4c99887-f737-4faa-a28f-afb266cad0bb","3"
"app/workallocation/drafts/e6c742eb-436c-45c3-9993-344e75e9e7ed","3"
"app/workallocation/published/9ad84b0f-a031-4662-95f8-d69c56db9881","3"
"app/workallocation/published/b29b96eb-9049-499b-a1dd-0963601da1e1","3"
"app/workallocation/published/f22333fd-bfa7-4d57-ba5c-17653ef9528c","3"
"app/workallocation/published/fd82b230-fd6c-4f4b-b713-a87271e98af4","3"
"app/workallocation/published;workorders=Work%20Order%20:%20NHTest","3"
"app/workallocation/published;workorders=Work%20Order%20:%20NHTest%202","3"
"app/workallocation/published;workorders=d97e4690-a23f-44d4-bbd9-d8b0b451c17d","3"
"app/workallocation/update/4bed8dfd-2992-434a-a007-21b66b406da8/44d36393-fe4e-41b0-9536-19a3ce87af07","3"
"app/workallocation/update/6e0c0140-4090-4166-9948-5898feb5ad44/b0943850-260a-4316-894a-cfa0a581ce62","3"
"app/workallocation/update/cd876403-cebb-4921-a827-8ac392c524ea/f160e505-3c18-458f-a902-e7f647b72803","3"
"assets/configurations/localhost_3000/files/published.pdf","3"
"author/content-detail/do_113253165507895296153","3"
"author/create","3"
"author/home","3"
"create-study-material","3"
"do_11322384031952076817","3"
"page/competencies","3"
"viewer/audio/do_11329809228024217612005","3"
"viewer/html/do_1131821343317606401119","3"
"viewer/html/do_1132580842393190401103","3"
"viewer/html/do_11331824793488588811522","3"
"viewer/pdf/do_1132751515711488001694","3"
"viewer/pdf/do_11329809210981580812003","3"
"viewer/pdf/do_11330658365640704014077","3"
"viewer/pdf/do_11330816522374348814417","3"
"viewer/quiz/do_1132934469317509121652","3"
"viewer/quiz/do_1132939860159283201771","3"
"viewer/quiz/do_11331322271297536017","3"
"viewer/video/do_1132591334083133441104","3"
"viewer/video/do_1132664124849192961213","3"
"viewer/video/do_113272650388758528197","3"
"viewer/video/do_11327554594099200011099","3"
"viewer/video/do_11329598174859264011091","3"
"viewer/video/do_11329809218321612812004","3"
"workspace-create-lesson","3"
"DraftContent","2"
"app/approvals/ba20fe31-7ca3-463c-9232-fced73b59820/to-approve","2"
"app/careers/home/49/checking-1","2"
"app/discuss/home/14","2"
"app/discuss/home/46","2"
"app/discussion-forum/category/20","2"
"app/discussion-forum/category/51","2"
"app/discussion-forum/category/57","2"
"app/discussion-forum/category/64","2"
"app/discussion-forum/topic/129/sample","2"
"app/discussion-forum/topic/3/covid-19-india-reports-3-29-lakh-new-cases-lowest-in-14-days","2"
"app/discussion-forum/topic/30/helloo00000","2"
"app/discussion-forum/topic/40/digitalisation-of-apars-in-respect-of-css-officers","2"
"app/discussion-forum/topic/44/new-discussion","2"
"app/discussion-forum/topic/51/test-the-tags-deletion","2"
"app/discussion-forum/topic/53/12345678","2"
"app/discussion-forum/topic/59","2"
"app/discussion-forum/topic/69/hello-testing-1234","2"
"app/discussion-forum/topic/78/covid-cases","2"
"app/discussion-forum/topic/88/why-discussion-forum","2"
"app/discussion-forum/topic/90/question-smaple","2"
"app/discussion-forum/topic/97/testing-multiple-topics","2"
"app/discussion/forum/category/4","2"
"app/discussion/forum/topic/77/testing-124","2"
"app/feedback/platform_feedback","2"
"app/goals/edit/me/do_113178460997083136196","2"
"app/goals/edit/me/do_1132585949420830721147","2"
